y,x,char,value
0,0,-,0.06400170922279358
0,1,-,0.1523713320493698
0,2,-,0.15698368847370148
0,3,-,0.024248162284493446
0,4,-,0.014618607237935066
0,5,-,0.005369674880057573
0,6,-,0.004559982568025589
0,7,-,0.010114838369190693
0,8,-,0.007519974838942289
0,9,-,0.003134185215458274
0,10,-,0.013115646317601204
0,11,-,0.027578355744481087
0,12,-,0.020672542974352837
0,13,-,0.12889063358306885
0,14,-,0.05524862930178642
0,15,-,0.170322448015213
0,16,-,0.032198160886764526
0,17,-,0.00789998471736908
0,18,-,0.009266807697713375
0,19,-,0.015826325863599777
0,20,-,0.028569525107741356
0,21,-,0.04703518748283386
0,22,-,0.03392026573419571
0,23,-,0.03847360610961914
0,24,-,0.03614373132586479
0,25,-,0.022664204239845276
0,26,-,0.006029372103512287
0,27,-,0.005391890183091164
0,28,-,0.015056625008583069
0,29,-,0.05178419500589371
0,30,-,0.10303355008363724
0,31,-,0.013401219621300697
0,32,-,0.017905911430716515
0,33,-,0.029277347028255463
0,34,-,0.009815054945647717
0,35,-,0.013769341632723808
0,36,-,0.009475570172071457
0,37,-,0.01598936691880226
0,38,-,0.04067860543727875
0,39,-,0.0335349477827549
0,40,-,0.020830577239394188
0,41,-,0.015495083294808865
0,42,-,0.0
0,43,-,0.0
0,44,-,0.0
0,45,-,0.0
0,46,-,0.0
0,47,-,0.0
0,48,-,0.0
0,49,-,0.0
0,50,-,0.0
0,51,-,0.0
0,52,-,0.0
0,53,-,0.0
0,54,-,0.0
0,55,-,0.0
0,56,-,0.0
0,57,-,0.0
0,58,-,0.0
0,59,-,0.0
0,60,-,0.0
0,61,-,0.0
0,62,-,0.0
0,63,-,0.0
0,64,-,0.0
0,65,-,0.0
0,66,-,0.0
0,67,-,0.0
0,68,-,0.0
0,69,-,0.0
0,70,-,0.0
0,71,-,0.0
0,72,-,0.0
0,73,-,0.0
0,74,-,0.0
0,75,-,0.0
0,76,-,0.0
0,77,-,0.0
0,78,-,0.0
0,79,-,0.0
0,80,-,0.0
0,81,-,0.0
0,82,-,0.0
0,83,-,0.0
0,84,-,0.0
0,85,-,0.0
0,86,-,0.0
0,87,-,0.0
0,88,-,0.0
0,89,-,0.0
0,90,-,0.0
0,91,-,0.0
0,92,-,0.0
0,93,-,0.0
0,94,-,0.0
0,95,-,0.0
0,96,-,0.0
0,97,-,0.0
0,98,-,0.0
0,99,-,0.0
1,0,-,0.030299292877316475
1,1,-,0.026470713317394257
1,2,-,0.022021563723683357
1,3,-,0.012339613400399685
1,4,-,0.010711493901908398
1,5,-,0.008353179320693016
1,6,-,0.008250551298260689
1,7,-,0.013395680114626884
1,8,-,0.004819962196052074
1,9,-,0.0038884622044861317
1,10,-,0.08036786317825317
1,11,-,0.0904206708073616
1,12,-,0.015466409735381603
1,13,-,0.11392427980899811
1,14,-,0.17719225585460663
1,15,-,1.266438603401184
1,16,-,0.34941405057907104
1,17,-,0.0233614481985569
1,18,-,0.005544591695070267
1,19,-,0.01359338965266943
1,20,-,0.012712327763438225
1,21,-,0.015170514583587646
1,22,-,0.010547874495387077
1,23,-,0.008924410678446293
1,24,-,0.01019380148500204
1,25,-,0.008904260583221912
1,26,-,0.006789525039494038
1,27,-,0.00657217763364315
1,28,-,0.012214618735015392
1,29,-,0.014342870563268661
1,30,-,0.06918396055698395
1,31,-,0.012618990615010262
1,32,-,0.007610701955854893
1,33,-,0.010190997272729874
1,34,-,0.004850114695727825
1,35,-,0.006411879323422909
1,36,-,0.005427814554423094
1,37,-,0.011793608777225018
1,38,-,0.03281065449118614
1,39,-,0.029303358867764473
1,40,-,0.015379486605525017
1,41,-,0.018163688480854034
1,42,-,0.0
1,43,-,0.0
1,44,-,0.0
1,45,-,0.0
1,46,-,0.0
1,47,-,0.0
1,48,-,0.0
1,49,-,0.0
1,50,-,0.0
1,51,-,0.0
1,52,-,0.0
1,53,-,0.0
1,54,-,0.0
1,55,-,0.0
1,56,-,0.0
1,57,-,0.0
1,58,-,0.0
1,59,-,0.0
1,60,-,0.0
1,61,-,0.0
1,62,-,0.0
1,63,-,0.0
1,64,-,0.0
1,65,-,0.0
1,66,-,0.0
1,67,-,0.0
1,68,-,0.0
1,69,-,0.0
1,70,-,0.0
1,71,-,0.0
1,72,-,0.0
1,73,-,0.0
1,74,-,0.0
1,75,-,0.0
1,76,-,0.0
1,77,-,0.0
1,78,-,0.0
1,79,-,0.0
1,80,-,0.0
1,81,-,0.0
1,82,-,0.0
1,83,-,0.0
1,84,-,0.0
1,85,-,0.0
1,86,-,0.0
1,87,-,0.0
1,88,-,0.0
1,89,-,0.0
1,90,-,0.0
1,91,-,0.0
1,92,-,0.0
1,93,-,0.0
1,94,-,0.0
1,95,-,0.0
1,96,-,0.0
1,97,-,0.0
